kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,is_candidate
6047853,K05232.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,476.39752,0.03404,-0.03404,227.0486,0.0198,-0.0198,0.2293,0.2089,-0.2291,12.13,1.2,-1.2,287.8,28.7,-28.7,1.82,0.86,-0.19,261.0,,,1.09,1.53,-0.33,11.1,1.0,q1_q16_tce,6300.0,157.0,-204.0,4.401,0.071,-0.299,1.064,0.505,-0.114,293.48605,41.320229,13.71,0
5385269,K06002.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4258252,0.0002465,-0.0002465,141.5229,0.0155,-0.0155,0.689,0.234,-0.468,21.841,0.372,-0.372,130.2,5.0,-5.0,1.27,0.4,-0.17,822.0,,,108.1,103.86,-39.02,30.0,1.0,q1_q17_dr25_tce,5968.0,184.0,-226.0,4.426,0.072,-0.203,1.048,0.333,-0.143,297.55103,40.557388,14.332,0
5280587,K03274.01,Kepler-1451 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,35.6225528,0.0005427,-0.0005427,141.4514,0.0129,-0.0129,0.261,0.203,-0.261,4.845,0.403,-0.403,651.1,78.8,-78.8,2.24,0.59,-0.2,523.0,,,17.67,13.71,-4.66,9.6,1.0,q1_q17_dr25_tce,5799.0,157.0,-175.0,4.539,0.044,-0.187,0.878,0.231,-0.077,293.44644,40.409889,15.332,1
10858691,K01306.01,Kepler-286 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.796320953,5.889e-06,-5.889e-06,133.33662,0.00263,-0.00263,0.015,0.417,-0.015,1.9139,0.0852,-0.0852,210.9,10.9,-10.9,1.2,0.12,-0.1,1367.0,,,827.82,263.4,-179.06,22.1,1.0,q1_q17_dr25_tce,5576.0,111.0,-111.0,4.503,0.075,-0.075,0.829,0.086,-0.065,290.67615,48.294289,15.587,1
6119141,K02343.01,,CANDIDATE,CANDIDATE,0.056,0,0,0,0,29.0726293,0.0001249,-0.0001249,136.97364,0.00367,-0.00367,0.682,0.262,-0.462,2.516,0.11,-0.11,439.6,24.3,-24.3,2.32,0.67,-0.36,614.0,,,33.69,28.59,-12.16,20.9,1.0,q1_q17_dr25_tce,5799.0,157.0,-157.0,4.37,0.144,-0.192,1.042,0.301,-0.162,290.37512,41.43375,14.409,1
6516874,K03824.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.916326699,3.81e-07,-3.81e-07,131.80905,0.000373,-0.000373,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,96384.0,461.0,-461.0,50.7,15.65,-5.22,1917.0,,,3196.67,2995.06,-996.66,251.6,1.0,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.052,-0.208,0.972,0.3,-0.1,290.09695,41.97068,15.896,0
4917357,K05102.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,147.863607,0.002313,-0.002313,259.53,0.0124,-0.0124,0.2482,0.2101,-0.2481,1.948,0.35,-0.35,560.0,107.0,-107.0,2.03,0.64,-0.13,305.0,,,2.05,1.92,-0.44,6.6,1.0,q1_q16_tce,5485.0,154.0,-149.0,4.556,0.021,-0.242,0.867,0.275,-0.056,289.86099,40.055641,15.109,0
7604328,K02458.01,Kepler-1245 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.35407371,2.044e-05,-2.044e-05,132.85695,0.00394,-0.00394,0.734,0.208,-0.532,2.427,0.104,-0.104,277.1,16.1,-16.1,1.63,0.39,-0.25,1043.0,,,279.53,199.23,-103.12,19.0,2.0,q1_q17_dr25_tce,5455.0,162.0,-162.0,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404,1
4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.13200555,3.175e-05,-3.175e-05,132.91155,0.00279,-0.00279,0.03,0.399,-0.03,3.1683,0.0689,-0.0689,911.6,26.8,-26.8,1.67,0.11,-0.11,574.0,,,25.66,7.91,-6.31,37.6,1.0,q1_q17_dr25_tce,4777.0,167.0,-167.0,4.689,0.048,-0.032,0.561,0.038,-0.038,288.66891,39.824009,15.629,1
3440861,K01219.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.50376155,,,134.6825677,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,290.66681,38.568329,14.463,0
5908086,K07563.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.93705132,1.317e-05,-1.317e-05,132.0238,0.0111,-0.0111,0.773,0.065,-0.541,4.808,0.358,-0.358,51.5,3.8,-3.8,6.09,1.19,-3.33,5094.0,,,159426.96,90900.55,-130414.53,17.3,1.0,q1_q17_dr25_tce,6691.0,160.0,-200.0,3.088,0.586,-0.103,7.781,1.519,-4.254,299.64996,41.113209,11.674,0
8805348,K00695.01,Kepler-649 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,29.90721859,5.371e-05,-5.371e-05,175.29337,0.00135,-0.00135,0.022,0.359,-0.022,4.8475,0.0455,-0.0455,588.0,8.6,-8.6,2.16,0.26,-0.19,564.0,,,23.92,8.46,-5.62,79.8,1.0,q1_q17_dr25_tce,5739.0,103.0,-115.0,4.476,0.068,-0.102,0.896,0.11,-0.08,285.65594,45.079559,13.437,1
8266276,K01731.02,,FALSE POSITIVE,FALSE POSITIVE,0.022,0,0,1,0,0.837898153,5.356e-06,-5.356e-06,131.98187,0.00658,-0.00658,0.071,0.389,-0.071,2.104,0.203,-0.203,268.9,23.7,-23.7,1.26,0.06,-0.13,1478.0,,,1128.57,316.83,-327.36,13.9,2.0,q1_q17_dr25_tce,4748.0,172.0,-153.0,4.526,0.071,-0.038,0.797,0.043,-0.08,301.4693,44.159649,15.72,0
4365645,K01738.01,Kepler-1671 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.16787814,1.073e-05,-1.073e-05,135.28334,0.00206,-0.00206,0.168,0.271,-0.168,2.2136,0.0649,-0.0649,168.1,5.9,-5.9,1.07,0.1,-0.04,962.0,,,202.48,51.07,-27.58,32.9,1.0,q1_q17_dr25_tce,5251.0,73.0,-84.0,4.541,0.028,-0.083,0.847,0.075,-0.034,291.74838,39.44688,13.293,1
9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,0,0,0,0,0.893040969,4.61e-07,-4.61e-07,134.540342,0.000418,-0.000418,0.009,0.398,-0.009,1.0981,0.0159,-0.0159,741.7,10.2,-10.2,1.24,0.1,-0.15,893.0,,,151.14,42.14,-45.33,87.8,2.0,q1_q17_dr25_tce,3582.0,71.0,-89.0,4.807,0.05,-0.045,0.458,0.04,-0.055,283.73203,45.958771,15.073,1
9959492,K03051.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.33258772,2.022e-05,-2.022e-05,132.0314,0.0178,-0.0178,0.634,0.315,-0.404,5.187,0.47,-0.47,70.8,5.9,-5.9,1.13,0.19,-0.22,1825.0,,,2625.26,1131.2,-1021.93,16.0,1.0,q1_q17_dr25_tce,5576.0,83.0,-75.0,4.201,0.188,-0.101,1.289,0.208,-0.254,295.19968,46.832321,15.276,0
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.575315881,3.726e-06,-3.726e-06,173.634044,0.000455,-0.000455,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2793.3,14.9,-14.9,5.31,1.5,-0.81,1015.0,,,251.38,209.1,-91.63,221.1,1.0,q1_q17_dr25_tce,5992.0,162.0,-180.0,4.415,0.105,-0.195,0.989,0.28,-0.151,290.09805,50.321609,15.312,1
10187017,K00082.06,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,0,1,0,22.4098677,0.0001651,-0.0001651,147.38366,0.00646,-0.00646,0.869,0.077,-0.611,2.271,0.203,-0.203,69.8,6.7,-6.7,0.73,0.05,-0.03,489.0,,,13.55,3.08,-2.04,11.9,6.0,q1_q17_dr25_tce,4900.0,98.0,-98.0,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492,0
9899623,K07975.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.33259095,2.909e-05,-2.909e-05,132.0329,0.0208,-0.0208,0.711,0.269,-0.475,4.947,0.364,-0.364,105.5,9.6,-9.6,1.14,0.36,-0.14,1776.0,,,2349.35,2224.64,-832.34,13.6,1.0,q1_q17_dr25_tce,6184.0,193.0,-257.0,4.448,0.052,-0.208,1.038,0.324,-0.13,295.30023,46.797009,15.98,0
9468848,K08183.01,,CANDIDATE,CANDIDATE,0.502,0,0,0,0,5.8877038,7.347e-05,-7.347e-05,135.03738,0.00971,-0.00971,0.185,0.266,-0.185,4.009,0.33,-0.33,39.7,4.9,-4.9,0.6,0.19,-0.06,1026.0,,,262.67,251.91,-75.21,9.3,1.0,q1_q17_dr25_tce,6065.0,163.0,-181.0,4.495,0.052,-0.221,0.947,0.31,-0.097,293.43494,46.03944,13.811,1
11501774,K07451.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.691823991,8.01e-06,-8.01e-06,131.57,0.0108,-0.0108,0.3501,0.1463,-0.3501,5.965,0.541,-0.541,165.9,18.6,-18.6,1.23,0.58,-0.17,1878.0,,,2938.32,4424.05,-980.89,18.0,1.0,q1_q17_dr24_tce,5226.0,182.0,-140.0,4.404,0.127,-0.127,0.962,0.46,-0.133,288.87637,49.490528,15.247,0
9149789,K02874.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,0.352515897,4.27e-07,-4.27e-07,132.01659,0.00102,-0.00102,0.26,0.211,-0.26,1.0525,0.0365,-0.0365,168.2,5.9,-5.9,1.0,0.19,-0.09,2194.0,,,5534.14,3302.38,-1351.38,38.0,1.0,q1_q17_dr25_tce,5465.0,162.0,-146.0,4.598,0.03,-0.12,0.766,0.147,-0.063,289.85889,45.503841,14.867,1
5115178,K06524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,12.851722103,1.316e-06,-1.316e-06,132.8395131,8.14e-05,-8.14e-05,1.15,0.056,-0.052,5.71731,0.0046,-0.0046,42519.0,32.3,-32.3,47.26,13.78,-5.91,781.0,,,88.01,75.36,-29.17,1537.8,1.0,q1_q17_dr25_tce,5838.0,158.0,-194.0,4.438,0.098,-0.196,0.967,0.282,-0.121,295.84485,40.280869,15.205,0
11284772,K04622.02,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,4.50158249,3.405e-05,-3.405e-05,134.1153,0.00569,-0.00569,0.016,0.442,-0.016,1.855,0.158,-0.158,175.7,21.5,-21.5,0.73,0.04,-0.03,676.0,,,49.21,9.73,-7.37,9.7,2.0,q1_q17_dr25_tce,4339.0,78.0,-87.0,4.711,0.02,-0.032,0.553,0.031,-0.022,284.56689,49.01255,15.142,1
9827149,K02586.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,5.9703813,0.0001085,-0.0001085,356.5416,0.0111,-0.0111,0.8826,0.0472,-0.619,0.669,0.361,-0.361,210.3,35.9,-35.9,1.69,0.79,-0.13,981.0,,,218.94,314.73,-58.15,5.5,,,5825.0,175.0,-210.0,4.504,0.033,-0.325,0.965,0.455,-0.075,290.17618,46.698341,15.545,0
8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,69.3788597,0.0006638,-0.0006638,154.19137,0.00923,-0.00923,0.539,0.433,-0.313,3.807,0.232,-0.232,530.4,38.1,-38.1,2.07,0.6,-0.2,421.0,,,7.4,6.25,-2.05,16.8,1.0,q1_q17_dr25_tce,5806.0,156.0,-174.0,4.529,0.05,-0.2,0.874,0.252,-0.084,291.97253,44.12999,14.854,0
8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,133.460999,0.0002571,-0.0002571,216.04334,0.00138,-0.00138,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5032.9,32.4,-32.4,11.21,1.72,-2.59,433.0,,,8.29,3.42,-3.64,162.3,1.0,q1_q17_dr25_tce,5588.0,83.0,-75.0,4.047,0.203,-0.087,1.593,0.245,-0.368,287.1749,44.878571,15.12,1
11651712,K03363.01,Kepler-1479 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,14.53260546,4.381e-05,-4.381e-05,140.4685,0.00238,-0.00238,0.112,0.335,-0.112,2.4212,0.071,-0.071,328.9,13.3,-13.3,1.69,0.51,-0.17,746.0,,,73.37,64.34,-20.69,29.0,1.0,q1_q17_dr25_tce,6003.0,161.0,-179.0,4.507,0.052,-0.208,0.932,0.279,-0.093,285.71191,49.706661,13.785,1
4815520,K00367.01,Kepler-1656 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,31.578651216,7.277e-06,-7.277e-06,177.206237,0.000178,-0.000178,0.04,0.259,-0.04,2.12791,0.00922,-0.00922,2125.4,8.0,-8.0,4.52,0.68,-0.36,570.0,,,24.94,10.54,-5.5,324.3,1.0,q1_q17_dr25_tce,5733.0,104.0,-115.0,4.442,0.063,-0.117,0.99,0.149,-0.08,284.47217,39.911812,11.105,1
8892303,K02688.01,Kepler-1314 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.424749327,3.898e-06,-3.898e-06,133.728952,0.000713,-0.000713,0.016,0.354,-0.016,1.139,0.0232,-0.0232,7680.0,122.0,-122.0,5.15,0.37,-0.63,625.0,,,36.05,11.41,-12.31,78.0,1.0,q1_q17_dr25_tce,4137.0,145.0,-160.0,4.658,0.063,-0.027,0.591,0.042,-0.072,294.23764,45.197105,16.406,1
5024268,K06494.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,2.15045295,1.951e-05,-1.951e-05,132.32499,0.00743,-0.00743,0.3604,0.0946,-0.3604,4.453,0.251,-0.251,169.1,9.6,-9.6,24.27,1.79,-1.58,4340.0,,,83894.63,18855.74,-14885.42,25.8,1.0,q1_q17_dr24_tce,4899.0,74.0,-74.0,2.356,0.011,-0.011,18.92,1.4,-1.23,295.29596,40.186569,11.359,0
8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.586878667,1.826e-06,-1.826e-06,133.817008,0.000582,-0.000582,0.651,0.013,-0.022,6.1614,0.0586,-0.0586,25480.0,119.0,-119.0,19.84,5.89,-2.52,1666.0,,,1823.52,1551.84,-616.21,261.3,1.0,q1_q17_dr25_tce,6812.0,165.0,-235.0,4.343,0.084,-0.182,1.172,0.348,-0.149,296.87762,43.941631,12.897,0
7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.956811408,1.059e-06,-1.059e-06,170.694208,0.00043,-0.00043,1.091,11.83,-0.023,2.1958,0.0257,-0.0257,24905.0,244.0,-244.0,21.58,1.33,-1.47,1109.0,,,357.16,100.66,-82.23,125.4,1.0,q1_q17_dr25_tce,5209.0,171.0,-155.0,4.657,0.063,-0.032,0.603,0.037,-0.041,295.83536,42.943062,15.533,0
6428602,K05282.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,59.742966,0.001385,-0.001385,188.0166,0.0185,-0.0185,0.9694,0.0,-0.666,6.78,1.1,-1.1,284.9,36.2,-36.2,16.91,2.42,-3.28,1037.0,,,273.48,115.81,-111.88,8.6,1.0,q1_q16_tce,5059.0,110.0,-117.0,2.871,0.03,-0.028,7.322,1.046,-1.424,286.52179,41.822239,13.084,0
11284772,K04622.01,Kepler-441 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,207.24785,0.002627,-0.002627,213.03458,0.0097,-0.0097,0.21,0.241,-0.21,6.159,0.348,-0.348,809.2,64.7,-64.7,1.56,0.09,-0.06,189.0,,,0.3,0.06,-0.05,13.2,1.0,q1_q17_dr25_tce,4339.0,78.0,-87.0,4.711,0.02,-0.032,0.553,0.031,-0.022,284.56689,49.01255,15.142,1
6593734,K04722.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.58675746,1.637e-06,-1.637e-06,131.75424,0.00247,-0.00247,1.183,3.021,-0.12,1.508,0.155,-0.155,143.8,10.1,-10.1,19.91,5.01,-2.14,2157.0,,,5080.59,3770.63,-1543.13,18.4,1.0,q1_q17_dr25_tce,5942.0,160.0,-196.0,4.506,0.046,-0.184,0.938,0.236,-0.101,287.82877,42.061642,15.509,0
6707835,K00666.01,Kepler-640 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,22.24814617,3.661e-05,-3.661e-05,174.13676,0.00128,-0.00128,0.868,0.029,-0.6,4.1483,0.0709,-0.0709,613.7,9.5,-9.5,2.72,0.41,-0.13,609.0,,,32.58,13.65,-5.65,74.2,1.0,q1_q17_dr25_tce,5629.0,101.0,-123.0,4.503,0.03,-0.12,0.943,0.141,-0.047,296.0322,42.131672,13.721,1
4902030,K06467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.878803439,1.29e-07,-1.29e-07,132.267269,0.000122,-0.000122,0.467,0.019,-0.023,2.74503,0.00815,-0.00815,410720.0,985.0,-985.0,51.97,2.19,-4.37,1347.0,,,775.9,184.06,-207.18,524.8,1.0,q1_q17_dr25_tce,4524.0,150.0,-150.0,4.566,0.06,-0.02,0.737,0.031,-0.062,283.61157,40.05624,15.929,0
9406892,K04186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.21316437,1.386e-05,-1.386e-05,132.71281,0.00581,-0.00581,0.672,0.033,-0.509,3.874,0.189,-0.189,116.1,5.1,-5.1,0.95,0.18,-0.12,1374.0,,,841.98,506.58,-269.4,27.9,1.0,q1_q17_dr25_tce,5921.0,178.0,-160.0,4.465,0.135,-0.149,0.83,0.16,-0.107,292.96982,45.905579,14.4,0
3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.21774917,2.713e-05,-2.713e-05,180.0425,0.00136,-0.00136,0.336,0.079,-0.336,4.9274,0.0462,-0.0462,758.3,10.9,-10.9,2.22,0.59,-0.16,664.0,,,45.87,35.72,-10.34,80.3,1.0,q1_q17_dr25_tce,5837.0,158.0,-158.0,4.577,0.033,-0.187,0.798,0.211,-0.056,285.51685,38.9324,14.2,1
10340423,K00736.02,Kepler-225 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.73893544,2.687e-05,-2.687e-05,135.28218,0.00317,-0.00317,0.043,0.42,-0.043,2.813,0.114,-0.114,601.3,27.7,-27.7,1.44,0.06,-0.07,579.0,,,26.64,4.93,-4.29,24.2,2.0,q1_q17_dr25_tce,4126.0,82.0,-82.0,4.668,0.022,-0.022,0.602,0.028,-0.028,292.19397,47.457088,15.962,1
6153407,K03179.01,Kepler-1911 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.99078221,4.958e-05,-4.958e-05,134.53899,0.00658,-0.00658,0.944,0.039,-0.686,1.699,0.209,-0.209,69.9,9.8,-9.8,1.03,0.15,-0.08,987.0,,,223.93,87.8,-49.42,8.6,1.0,q1_q17_dr25_tce,5721.0,102.0,-113.0,4.442,0.072,-0.117,0.972,0.135,-0.079,299.3028,41.441017,10.884,1
9839030,K05719.01,,CANDIDATE,CANDIDATE,0.44,0,0,0,0,27.285315,0.009257,-0.009257,153.656,0.466,-0.466,0.213,0.23,-0.213,7.47,0.591,-0.591,396.5,48.8,-48.8,2.19,0.75,-0.26,678.0,,,49.97,51.3,-16.89,9.6,1.0,q1_q17_dr25_tce,6304.0,196.0,-240.0,4.407,0.072,-0.217,1.094,0.371,-0.132,295.05518,46.66975,14.71,1
6677841,K01236.03,Kepler-279 d,CONFIRMED,CANDIDATE,,0,0,0,0,54.4205407,0.0002856,-0.0002856,148.70471,0.0041,-0.0041,0.9414,0.0211,-0.3167,8.559,0.499,-0.499,598.0,15.6,-15.6,3.2,1.28,-0.31,574.0,,,25.6,29.32,-7.36,44.9,3.0,q1_q17_dr24_tce,6781.0,157.0,-230.0,4.422,0.051,-0.28,1.067,0.426,-0.102,287.3912,42.194832,13.659,1
5552808,K06598.01,,CANDIDATE,CANDIDATE,,0,0,0,0,10.95210361,,,132.6922455,,,,,,1.5,,,,,,,,,,,,,,,,4.0,q1_q17_dr24_tce,,,,,,,,,,296.82327,40.757229,11.969,1
4844367,K04498.01,,CANDIDATE,CANDIDATE,0.983,0,0,0,0,17.1622587,0.0002452,-0.0002452,148.6441,0.0117,-0.0117,1.201,6.731,-0.014,4.668,0.611,-0.611,312.2,34.2,-34.2,22.42,2.72,-1.07,674.0,,,48.86,15.96,-7.14,11.7,1.0,q1_q17_dr25_tce,5729.0,77.0,-85.0,4.509,0.024,-0.102,0.939,0.114,-0.045,294.22134,39.989521,14.841,1
8077137,K00274.02,Kepler-128 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,22.8030252,0.0001122,-0.0001122,153.37541,0.00414,-0.00414,0.291,0.169,-0.291,4.768,0.104,-0.104,62.9,3.3,-3.3,1.29,0.08,-0.06,843.0,,,119.6,22.68,-15.87,20.4,2.0,q1_q17_dr25_tce,6063.0,85.0,-73.0,4.061,0.03,-0.03,1.613,0.098,-0.074,282.49222,43.980209,11.39,1
8949316,K03849.01,,FALSE POSITIVE,FALSE POSITIVE,0.955,0,1,0,0,0.604358764,1.494e-06,-1.494e-06,131.68577,0.00134,-0.00134,1.197,5.68,-0.153,1.0423,0.0116,-0.0116,38731.0,212.0,-212.0,23.28,1.69,-2.08,997.0,,,235.63,50.97,-52.27,236.8,1.0,q1_q17_dr25_tce,3569.0,50.0,-57.0,4.82,0.042,-0.028,0.427,0.031,-0.038,290.51895,45.235371,16.182,0
9221517,K02281.02,,CANDIDATE,CANDIDATE,,0,0,0,0,455.27405,0.05654,-0.05654,367.95,0.0144,-0.0144,0.2429,0.3335,-0.2428,2.4,1.1,-1.1,366.0,122.0,-122.0,1.54,0.34,-0.11,196.0,,,0.35,0.25,-0.08,4.5,2.0,q1_q16_tce,5178.0,172.0,-136.0,4.556,0.028,-0.149,0.818,0.186,-0.056,293.1311,45.663551,13.829,1
9304976,K05654.01,,CANDIDATE,CANDIDATE,0.088,0,0,0,0,54.6957124,0.0009965,-0.0009965,155.2574,0.0157,-0.0157,0.954,0.025,-0.66,6.89,0.494,-0.494,1096.0,103.0,-103.0,3.28,0.45,-0.4,405.0,,,6.34,3.04,-2.1,12.4,1.0,q1_q17_dr25_tce,5299.0,186.0,-186.0,4.535,0.093,-0.076,0.757,0.102,-0.092,299.81772,45.709164,13.823,1
10659313,K06079.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.249335907,2.731e-06,-2.731e-06,143.662829,0.000148,-0.000148,1.077,0.186,-0.09,3.82224,0.00786,-0.00786,34565.0,58.2,-58.2,45.92,14.67,-7.34,875.0,,,138.77,128.02,-52.07,635.5,1.0,q1_q17_dr25_tce,6385.0,160.0,-192.0,4.316,0.105,-0.195,1.189,0.38,-0.19,289.22275,47.913891,13.593,0
5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,125.288206,0.001939,-0.001939,252.0979,0.0111,-0.0111,0.066,0.39,-0.066,3.695,0.348,-0.348,241.6,29.7,-29.7,1.5,0.24,-0.08,363.0,,,4.1,1.66,-0.66,9.4,1.0,q1_q17_dr25_tce,5881.0,70.0,-88.0,4.48,0.03,-0.128,0.973,0.153,-0.055,296.17761,41.014118,14.179,0
7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.998099523,2.356e-06,-2.356e-06,171.898913,0.000267,-0.000267,7.361,46.99,-1.351,2.0488,0.0142,-0.0142,20285.0,128.0,-128.0,588.66,128.5,-46.16,853.0,,,125.22,81.62,-29.93,192.3,1.0,q1_q17_dr25_tce,5612.0,152.0,-152.0,4.566,0.038,-0.152,0.829,0.181,-0.065,287.88412,42.832439,15.877,0
11139682,K08043.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,10.7781558,0.0001859,-0.0001859,134.7939,0.0129,-0.0129,0.009,0.433,-0.009,3.005,0.413,-0.413,121.3,19.0,-19.0,1.24,0.43,-0.14,942.0,,,186.22,189.44,-58.93,7.9,1.0,q1_q17_dr25_tce,6386.0,173.0,-211.0,4.402,0.067,-0.216,1.123,0.389,-0.13,292.9603,48.7005,15.267,1
6803202,K00177.01,Kepler-1711 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.06075303,5.702e-05,-5.702e-05,143.59983,0.00227,-0.00227,0.176,0.25,-0.176,5.2472,0.0663,-0.0663,301.2,6.3,-6.3,1.78,0.26,-0.21,669.0,,,47.39,19.64,-13.04,54.4,1.0,q1_q17_dr25_tce,5706.0,114.0,-103.0,4.382,0.099,-0.11,1.034,0.148,-0.121,298.17722,42.237041,13.182,1
8126558,K02259.01,Kepler-1815 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.19140405,4.507e-05,-4.507e-05,136.33677,0.00312,-0.00312,0.091,0.371,-0.091,1.8832,0.0983,-0.0983,665.8,40.7,-40.7,2.46,0.67,-0.41,763.0,,,80.01,65.27,-30.82,19.4,1.0,q1_q17_dr25_tce,5516.0,166.0,-166.0,4.399,0.144,-0.176,0.967,0.261,-0.161,300.1705,43.98497,15.364,1
10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.846291334,4.3e-08,-4.3e-08,132.1935855,4.23e-05,-4.23e-05,0.779,0.047,-0.03,1.79962,0.00338,-0.00338,190190.0,0.0,0.0,30.8,1.82,-1.99,1243.0,,,562.86,147.63,-126.97,1049.3,1.0,q1_q17_dr25_tce,4627.0,139.0,-139.0,4.721,0.048,-0.028,0.526,0.031,-0.034,286.84036,47.173309,15.994,0
8495415,K02362.02,Kepler-1208 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,11.08507658,5.149e-05,-5.149e-05,355.03627,0.0034,-0.0034,0.819,0.005,-0.582,1.751,0.103,-0.103,771.8,51.1,-51.1,2.5,0.29,-0.23,665.0,,,46.17,19.68,-12.76,17.7,2.0,q1_q17_dr25_tce,5080.0,184.0,-163.0,4.538,0.065,-0.065,0.793,0.089,-0.073,291.88126,44.555729,15.938,1
11401182,K01428.01,Kepler-845 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.927859786,5.53e-07,-5.53e-07,133.905978,0.000535,-0.000535,0.795,0.078,-0.536,1.4279,0.0228,-0.0228,515.3,6.5,-6.5,1.79,0.16,-0.05,1361.0,,,813.3,221.1,-95.04,99.8,1.0,q1_q17_dr25_tce,4815.0,76.0,-86.0,4.631,0.007,-0.06,0.699,0.065,-0.018,290.95755,49.203812,14.631,1
